Account_ID,Customer_ID,Account_Type,Branch_Code,Branch_City,Opening_Date,Current_Balance,Status
A000000374,C00262,Savings,BR1021,Chennai,2026-04-05,1191922,Active
A000000375,C00263,Current,BR1016,Delhi,2024-09-06,4070345,Active
A000000376,C00264,Savings,BR1007,Bengaluru,2024-07-28,602070,Active
A000000377,C00264,Current,BR1030,Bengaluru,2021-10-19,366281,Inactive
A000000378,C00265,Savings,BR1004,Ahmedabad,2023-02-15,1152243,Active
A000000379,C00265,Current,BR1027,Mumbai,2024-12-05,847790,Active
A000000380,C00266,Savings,BR1026,Delhi,2026-07-18,808011,Active
A000000381,C00266,Current,BR1022,Pune,2026-05-01,1589993,Active
A000000382,C00267,Current,BR1017,Delhi,2025-10-11,3165870,Active
A000000383,C00267,Savings,BR1004,Jaipur,2025-05-07,1420916,Active
A000000384,C00268,Current,BR1018,Kolkata,2021-08-28,519574,Active
A000000385,C00268,Savings,BR1030,Bengaluru,2019-12-10,1140958,Active
A000000386,C00269,Current,BR1022,Lucknow,2020-12-24,4033660,Inactive
A000000387,C00270,Savings,BR1026,Mumbai,2026-01-18,1410360,Active
A000000388,C00270,Current,BR1020,Ahmedabad,2025-01-07,2664692,Active
A000000389,C00271,Savings,BR1009,Hyderabad,2025-06-03,1387769,Active
A000000390,C00271,Current,BR1020,Delhi,2025-10-10,1597584,Active
A000000391,C00272,Current,BR1023,Ahmedabad,2026-08-01,1560354,Active
A000000392,C00273,Savings,BR1023,Lucknow,2026-06-06,827393,Active
A000000393,C00274,Current,BR1008,Mumbai,2024-02-24,4222751,Active
A000000394,C00274,Savings,BR1005,Lucknow,2025-10-09,125755,Active
A000000395,C00275,Savings,BR1020,Chennai,2025-06-27,162922,Active
A000000396,C00276,Savings,BR1020,Kolkata,2026-06-15,1352843,Active
A000000397,C00276,Current,BR1020,Bengaluru,2025-08-26,3073661,Active
A000000398,C00277,Savings,BR1020,Pune,2026-05-07,511524,Active
A000000399,C00278,Savings,BR1001,Delhi,2025-09-22,808095,Active
A000000400,C00278,Current,BR1008,Ahmedabad,2025-01-18,1856994,Active
A000000401,C00279,Savings,BR1013,Ahmedabad,2024-10-27,676006,Active
A000000402,C00280,Current,BR1018,Hyderabad,2020-05-11,450124,Active
A000000403,C00281,Savings,BR1013,Lucknow,2024-09-27,825427,Active
A000000404,C00282,Savings,BR1008,Mumbai,2024-03-13,1173826,Active
A000000405,C00283,Savings,BR1024,Chennai,2025-07-24,387560,Active
A000000406,C00283,Current,BR1022,Kolkata,2025-06-05,948713,Closed
A000000407,C00284,Savings,BR1022,Chennai,2020-08-24,655331,Active
A000000408,C00284,Current,BR1018,Hyderabad,2021-10-09,2610831,Active
A000000409,C00285,Savings,BR1009,Ahmedabad,2026-06-09,124417,Active
A000000410,C00285,Current,BR1028,Jaipur,2026-06-18,3921084,Active
A000000411,C00286,Savings,BR1006,Mumbai,2020-10-29,220332,Active
A000000412,C00287,Savings,BR1020,Chennai,2025-05-18,1289076,Active
A000000413,C00288,Savings,BR1024,Hyderabad,2024-06-22,1320162,Active
A000000414,C00289,Current,BR1019,Bengaluru,2026-05-18,634447,Active
A000000415,C00290,Current,BR1001,Mumbai,2020-12-02,2311046,Active
A000000416,C00290,Savings,BR1008,Kolkata,2024-07-14,1346976,Active
A000000417,C00291,Savings,BR1002,Delhi,2025-07-07,319952,Inactive
A000000418,C00292,Current,BR1006,Ahmedabad,2026-07-16,2875269,Active
A000000419,C00293,Savings,BR1029,Chennai,2026-03-21,244963,Active
A000000420,C00294,Savings,BR1021,Kolkata,2019-04-02,121974,Active
A000000421,C00294,Current,BR1014,Lucknow,2026-01-26,1784650,Active
A000000422,C00295,Savings,BR1006,Mumbai,2025-09-11,736802,Active
A000000423,C00296,Savings,BR1027,Pune,2025-04-30,1121811,Active
A000000424,C00297,Savings,BR1016,Mumbai,2026-03-07,604096,Active
A000000425,C00298,Savings,BR1007,Bengaluru,2026-06-28,640216,Active
A000000426,C00298,Current,BR1018,Chennai,2026-06-15,1495487,Active
A000000427,C00299,Current,BR1030,Pune,2024-02-01,2949850,Active
A000000428,C00299,Savings,BR1019,Delhi,2026-06-17,363817,Active
A000000429,C00300,Savings,BR1002,Lucknow,2023-10-10,1228615,Active
A000000430,C00301,Savings,BR1003,Hyderabad,2026-01-11,631108,Active
A000000431,C00302,Current,BR1014,Ahmedabad,2026-05-25,1653916,Active
A000000432,C00302,Savings,BR1030,Jaipur,2025-10-29,1493915,Closed
A000000433,C00303,Savings,BR1030,Pune,2025-10-17,617602,Active
A000000434,C00304,Savings,BR1030,Pune,2021-05-30,658752,Closed
A000000435,C00305,Savings,BR1012,Lucknow,2026-03-20,1397579,Active
A000000436,C00306,Savings,BR1011,Kolkata,2022-08-24,251649,Active
A000000437,C00306,Current,BR1027,Chennai,2021-02-18,448363,Active
A000000438,C00307,Savings,BR1014,Lucknow,2025-10-01,592308,Active
A000000439,C00307,Current,BR1004,Delhi,2026-01-20,3147810,Active
A000000440,C00308,Savings,BR1005,Lucknow,2026-03-03,699948,Active
A000000441,C00308,Current,BR1001,Ahmedabad,2026-01-30,2613879,Active
A000000442,C00309,Savings,BR1020,Pune,2024-10-16,1052567,Active
A000000443,C00310,Savings,BR1002,Jaipur,2023-01-08,632896,Active
A000000444,C00310,Current,BR1027,Pune,2024-08-30,66438,Active
A000000445,C00311,Savings,BR1017,Bengaluru,2024-09-26,1481651,Active
A000000446,C00311,Current,BR1017,Mumbai,2025-05-01,3124527,Active
A000000447,C00312,Savings,BR1005,Pune,2021-01-06,979517,Active
A000000448,C00312,Current,BR1001,Mumbai,2025-03-08,1334575,Active
A000000449,C00313,Savings,BR1025,Mumbai,2026-08-03,475208,Active
A000000450,C00314,Savings,BR1009,Hyderabad,2026-02-03,1472879,Active
A000000451,C00315,Current,BR1029,Mumbai,2025-02-08,4142306,Active
A000000452,C00316,Savings,BR1029,Delhi,2023-02-25,620816,Active
A000000453,C00317,Savings,BR1021,Ahmedabad,2025-03-31,197121,Active
A000000454,C00318,Savings,BR1011,Lucknow,2024-04-25,583391,Active
A000000455,C00318,Current,BR1020,Jaipur,2026-08-02,2026616,Active
A000000456,C00319,Savings,BR1029,Bengaluru,2023-02-22,1330536,Closed
A000000457,C00319,Current,BR1011,Bengaluru,2023-11-22,4206173,Active
A000000458,C00320,Savings,BR1021,Lucknow,2025-01-02,1269466,Active
A000000459,C00320,Current,BR1014,Delhi,2024-12-08,4962547,Active
A000000460,C00321,Current,BR1023,Lucknow,2026-01-14,2860009,Active
A000000461,C00321,Savings,BR1023,Jaipur,2026-01-07,997961,Active
A000000462,C00322,Savings,BR1001,Mumbai,2021-03-13,1203190,Active
A000000463,C00323,Savings,BR1016,Delhi,2022-09-03,1404570,Active
A000000464,C00323,Current,BR1015,Lucknow,2022-02-01,2102353,Active
A000000465,C00324,Savings,BR1029,Hyderabad,2025-12-15,1278468,Active
A000000466,C00324,Current,BR1014,Bengaluru,2025-11-08,223537,Active
A000000467,C00325,Savings,BR1030,Delhi,2021-02-21,117823,Active
A000000468,C00326,Savings,BR1020,Chennai,2026-07-29,821858,Active
A000000469,C00327,Savings,BR1029,Ahmedabad,2026-06-01,1365714,Inactive
A000000470,C00327,Current,BR1001,Kolkata,2026-03-27,3047918,Active
A000000471,C00328,Savings,BR1007,Jaipur,2025-06-22,553877,Inactive
A000000472,C00329,Current,BR1020,Chennai,2026-03-20,2296331,Active
A000000473,C00330,Savings,BR1006,Hyderabad,2024-03-21,40013,Active
A000000474,C00330,Current,BR1027,Hyderabad,2023-08-18,763335,Active
A000000475,C00331,Savings,BR1011,Pune,2025-06-11,574237,Active
A000000476,C00331,Current,BR1018,Ahmedabad,2023-06-11,3725657,Active
A000000477,C00332,Savings,BR1010,Chennai,2026-07-27,255464,Active
A000000478,C00333,Current,BR1002,Lucknow,2026-04-17,4823095,Active
A000000479,C00333,Savings,BR1027,Chennai,2024-08-21,943983,Active
A000000480,C00334,Current,BR1027,Ahmedabad,2023-05-31,4869192,Closed
A000000481,C00334,Savings,BR1028,Kolkata,2024-12-29,1434760,Active
A000000482,C00335,Current,BR1019,Pune,2023-04-23,2321855,Active
A000000483,C00336,Savings,BR1006,Delhi,2022-06-29,1141604,Active
A000000484,C00337,Current,BR1013,Bengaluru,2025-07-03,2637041,Closed
A000000485,C00338,Savings,BR1027,Lucknow,2026-02-28,769392,Active
A000000486,C00339,Savings,BR1024,Ahmedabad,2026-06-29,134160,Active
A000000487,C00340,Savings,BR1029,Mumbai,2026-04-24,291186,Active
A000000488,C00340,Current,BR1027,Delhi,2023-06-21,3152275,Active
A000000489,C00341,Savings,BR1020,Hyderabad,2026-01-23,65027,Active
A000000490,C00341,Current,BR1028,Kolkata,2025-09-06,4403266,Active
A000000491,C00342,Savings,BR1001,Delhi,2026-02-16,27584,Active
A000000492,C00342,Current,BR1012,Bengaluru,2026-02-01,655566,Active
A000000493,C00343,Savings,BR1025,Lucknow,2022-11-03,547790,Active
A000000494,C00344,Savings,BR1019,Pune,2024-01-12,235011,Active
A000000495,C00345,Savings,BR1023,Bengaluru,2026-03-27,552191,Active
A000000496,C00345,Current,BR1018,Bengaluru,2026-03-02,2913203,Inactive
A000000497,C00346,Savings,BR1007,Bengaluru,2022-05-17,1004619,Active
A000000498,C00347,Current,BR1019,Hyderabad,2026-02-22,723219,Active
A000000499,C00348,Savings,BR1029,Ahmedabad,2021-02-10,1487129,Active
A000000500,C00349,Current,BR1018,Delhi,2025-11-18,4337392,Active
A000000501,C00349,Savings,BR1004,Delhi,2025-01-21,488349,Active
A000000502,C00350,Savings,BR1029,Chennai,2021-12-27,1406949,Inactive
A000000503,C00350,Current,BR1007,Bengaluru,2024-08-14,796533,Active
A000000504,C00351,Savings,BR1021,Delhi,2025-04-30,932302,Active
A000000505,C00352,Savings,BR1005,Delhi,2022-08-26,1031916,Active
A000000506,C00353,Savings,BR1008,Pune,2021-08-23,520239,Active
A000000507,C00354,Savings,BR1021,Lucknow,2023-02-13,90847,Active
A000000508,C00355,Savings,BR1022,Bengaluru,2025-12-27,366069,Active
A000000509,C00356,Savings,BR1005,Jaipur,2020-07-05,384688,Active
A000000510,C00357,Savings,BR1010,Jaipur,2026-02-24,1386622,Active
A000000511,C00358,Savings,BR1004,Chennai,2023-01-17,1271101,Active
A000000512,C00359,Savings,BR1004,Jaipur,2023-10-07,876123,Active
A000000513,C00360,Savings,BR1004,Ahmedabad,2024-01-03,77117,Active
A000000514,C00360,Current,BR1022,Mumbai,2024-03-05,2868080,Closed
A000000515,C00361,Savings,BR1023,Kolkata,2026-04-21,1330394,Active
A000000516,C00361,Current,BR1006,Hyderabad,2026-07-31,1126617,Active
A000000517,C00362,Savings,BR1023,Kolkata,2025-08-12,265891,Active
A000000518,C00363,Savings,BR1028,Bengaluru,2025-05-02,1319532,Active
A000000519,C00363,Current,BR1016,Bengaluru,2024-07-30,4138826,Active
A000000520,C00364,Savings,BR1008,Kolkata,2024-07-03,129316,Active
A000000521,C00365,Savings,BR1019,Ahmedabad,2026-04-06,362704,Active
A000000522,C00366,Current,BR1016,Delhi,2025-02-15,1882598,Active
A000000523,C00366,Savings,BR1017,Chennai,2025-10-23,246631,Active
A000000524,C00367,Savings,BR1002,Mumbai,2024-03-31,176332,Active
A000000525,C00367,Current,BR1028,Chennai,2025-11-17,1318267,Active
A000000526,C00368,Current,BR1020,Ahmedabad,2026-02-09,3520263,Active
A000000527,C00369,Current,BR1006,Pune,2019-08-21,692272,Active
A000000528,C00370,Current,BR1021,Kolkata,2021-07-19,459147,Active
A000000529,C00371,Savings,BR1004,Mumbai,2026-05-13,283331,Active
A000000530,C00371,Current,BR1027,Ahmedabad,2026-05-23,3176630,Active
A000000531,C00372,Savings,BR1022,Chennai,2023-11-12,451870,Active
A000000532,C00372,Current,BR1005,Lucknow,2025-09-07,985355,Active
A000000533,C00373,Savings,BR1002,Chennai,2026-03-15,1332468,Active
A000000534,C00374,Savings,BR1009,Hyderabad,2025-09-30,1275332,Active
A000000535,C00375,Current,BR1011,Lucknow,2026-08-02,236983,Active
A000000536,C00375,Savings,BR1003,Lucknow,2026-05-17,1109446,Active
A000000537,C00376,Current,BR1009,Lucknow,2025-07-11,2996106,Active
A000000538,C00376,Savings,BR1009,Lucknow,2025-07-07,1250286,Active
A000000539,C00377,Savings,BR1027,Ahmedabad,2023-07-28,312709,Active
A000000540,C00377,Current,BR1010,Kolkata,2026-01-18,4116188,Active
A000000541,C00378,Current,BR1022,Mumbai,2025-06-04,913961,Active
A000000542,C00379,Savings,BR1019,Bengaluru,2025-02-02,544242,Active
A000000543,C00380,Current,BR1011,Pune,2025-05-04,856336,Active
A000000544,C00381,Savings,BR1014,Hyderabad,2026-04-02,1459931,Active
A000000545,C00381,Current,BR1010,Ahmedabad,2026-03-06,4345328,Active
A000000546,C00382,Savings,BR1006,Chennai,2025-07-27,669952,Active
A000000547,C00382,Current,BR1025,Jaipur,2025-01-08,4294962,Active
A000000548,C00383,Savings,BR1013,Hyderabad,2022-12-15,671898,Active
A000000549,C00384,Current,BR1008,Lucknow,2025-09-11,218771,Active
A000000550,C00385,Current,BR1030,Ahmedabad,2024-05-13,4691726,Active
A000000551,C00385,Savings,BR1008,Delhi,2024-08-14,1254802,Active
A000000552,C00386,Savings,BR1020,Lucknow,2026-07-18,1052002,Active
A000000553,C00387,Savings,BR1007,Lucknow,2026-06-11,1027731,Active
A000000554,C00388,Current,BR1024,Mumbai,2026-04-05,3711880,Active
A000000555,C00388,Savings,BR1009,Chennai,2025-09-16,322950,Active
A000000556,C00389,Savings,BR1025,Chennai,2022-11-27,8145,Active
A000000557,C00390,Current,BR1009,Bengaluru,2022-11-23,831590,Active
A000000558,C00391,Savings,BR1008,Mumbai,2026-06-07,959856,Inactive
A000000559,C00392,Savings,BR1030,Hyderabad,2024-07-07,149366,Active
A000000560,C00393,Savings,BR1002,Ahmedabad,2019-04-25,1420137,Active
A000000561,C00393,Current,BR1008,Pune,2019-11-20,1362201,Active
A000000562,C00394,Current,BR1018,Lucknow,2025-06-04,4670146,Inactive
A000000563,C00395,Current,BR1008,Bengaluru,2026-07-22,3137478,Active
A000000564,C00395,Savings,BR1017,Kolkata,2026-07-07,721116,Inactive
A000000565,C00396,Savings,BR1012,Ahmedabad,2022-03-24,752378,Active
A000000566,C00396,Current,BR1029,Jaipur,2024-07-18,1513452,Inactive
A000000567,C00397,Current,BR1003,Mumbai,2026-06-08,4434553,Active
A000000568,C00397,Savings,BR1029,Chennai,2023-07-05,214912,Active
A000000569,C00398,Savings,BR1025,Chennai,2026-03-04,1069095,Active
A000000570,C00398,Current,BR1017,Lucknow,2020-10-24,792903,Active
A000000571,C00399,Current,BR1020,Lucknow,2026-03-19,2277178,Active
A000000572,C00399,Savings,BR1016,Delhi,2026-05-21,1495613,Active
A000000573,C00400,Savings,BR1014,Kolkata,2023-10-05,540207,Active
A000000574,C00401,Savings,BR1024,Lucknow,2025-01-26,1380536,Active
A000000575,C00401,Current,BR1011,Chennai,2024-08-18,1587680,Active
A000000576,C00402,Savings,BR1019,Hyderabad,2025-09-22,1425171,Active
A000000577,C00402,Current,BR1025,Delhi,2024-03-11,3741350,Active
A000000578,C00403,Savings,BR1027,Kolkata,2026-01-10,1190114,Active
A000000579,C00404,Savings,BR1005,Hyderabad,2023-11-09,585974,Active
A000000580,C00404,Current,BR1028,Kolkata,2024-06-17,214842,Active
A000000581,C00405,Savings,BR1008,Ahmedabad,2025-03-30,239024,Active
A000000582,C00406,Savings,BR1021,Hyderabad,2026-01-07,481922,Active
A000000583,C00407,Savings,BR1025,Ahmedabad,2024-08-31,362998,Active
A000000584,C00407,Current,BR1017,Ahmedabad,2025-06-06,2015859,Active
A000000585,C00408,Savings,BR1004,Ahmedabad,2023-06-02,288880,Active
A000000586,C00409,Current,BR1016,Chennai,2024-12-17,4537253,Inactive
A000000587,C00410,Savings,BR1003,Lucknow,2019-10-31,109543,Active
A000000588,C00411,Current,BR1017,Lucknow,2022-08-11,1512903,Active
A000000589,C00411,Savings,BR1009,Mumbai,2021-12-11,615017,Active
A000000590,C00412,Savings,BR1015,Kolkata,2021-04-28,810098,Active
A000000591,C00413,Savings,BR1012,Delhi,2025-11-10,305617,Active
A000000592,C00413,Current,BR1007,Jaipur,2026-04-30,725213,Active
A000000593,C00414,Savings,BR1016,Ahmedabad,2025-12-07,1067694,Active
A000000594,C00415,Savings,BR1012,Pune,2025-04-27,123165,Inactive
A000000595,C00415,Current,BR1002,Jaipur,2025-11-25,451584,Active
A000000596,C00416,Savings,BR1025,Kolkata,2022-07-23,306836,Active
A000000597,C00416,Current,BR1002,Pune,2024-12-29,992593,Active
A000000598,C00417,Savings,BR1013,Delhi,2026-02-20,293601,Active
A000000599,C00418,Savings,BR1001,Delhi,2025-05-29,75527,Active
A000000600,C00419,Savings,BR1025,Pune,2022-09-10,1132100,Active
A000000601,C00420,Current,BR1019,Bengaluru,2026-02-23,3992798,Closed
A000000602,C00420,Savings,BR1018,Bengaluru,2026-07-17,571506,Active
A000000603,C00421,Savings,BR1024,Delhi,2022-11-20,1458678,Active
A000000604,C00421,Current,BR1017,Chennai,2024-12-28,635217,Active
A000000605,C00422,Savings,BR1030,Kolkata,2024-06-24,374848,Active
A000000606,C00423,Savings,BR1018,Delhi,2022-05-30,338314,Active
A000000607,C00423,Current,BR1028,Bengaluru,2024-10-18,3991058,Closed
A000000608,C00424,Savings,BR1003,Delhi,2023-09-04,297230,Active
A000000609,C00424,Current,BR1030,Jaipur,2024-03-07,272443,Active
A000000610,C00425,Savings,BR1002,Delhi,2025-01-13,328445,Active
A000000611,C00425,Current,BR1015,Bengaluru,2024-04-30,216607,Active
A000000612,C00426,Savings,BR1022,Ahmedabad,2023-04-27,623284,Active
A000000613,C00427,Current,BR1006,Chennai,2025-09-27,1288478,Active
A000000614,C00428,Savings,BR1011,Pune,2024-03-28,1481111,Active
A000000615,C00429,Savings,BR1026,Bengaluru,2024-10-09,166212,Active
A000000616,C00430,Savings,BR1012,Chennai,2025-05-10,1253156,Inactive
A000000617,C00431,Savings,BR1011,Pune,2024-08-27,477502,Active
A000000618,C00431,Current,BR1006,Hyderabad,2026-01-03,1721474,Active
A000000619,C00432,Current,BR1014,Hyderabad,2026-05-10,3567936,Active
A000000620,C00432,Savings,BR1024,Pune,2026-05-11,268575,Active
A000000621,C00433,Current,BR1013,Ahmedabad,2025-09-29,629712,Active
A000000622,C00434,Savings,BR1001,Lucknow,2024-12-20,586948,Active
A000000623,C00435,Current,BR1006,Chennai,2023-08-23,1208039,Active
A000000624,C00435,Savings,BR1023,Mumbai,2023-11-11,95670,Active
A000000625,C00436,Savings,BR1005,Hyderabad,2024-12-06,773020,Active
A000000626,C00437,Savings,BR1013,Kolkata,2026-01-15,575035,Active
A000000627,C00437,Current,BR1020,Delhi,2026-02-18,3350004,Active
A000000628,C00438,Savings,BR1028,Hyderabad,2023-12-29,1077854,Active
A000000629,C00439,Current,BR1003,Bengaluru,2025-07-06,920391,Active
A000000630,C00439,Savings,BR1012,Delhi,2023-09-04,802076,Active
A000000631,C00440,Savings,BR1020,Lucknow,2022-01-13,782039,Active
A000000632,C00440,Current,BR1004,Delhi,2025-01-24,2677147,Active
A000000633,C00441,Savings,BR1003,Kolkata,2021-05-01,733322,Active
A000000634,C00441,Current,BR1007,Hyderabad,2021-11-16,3913308,Active
A000000635,C00442,Savings,BR1014,Jaipur,2025-10-07,1154363,Active
A000000636,C00442,Current,BR1008,Jaipur,2024-05-16,2848726,Active
A000000637,C00443,Savings,BR1017,Chennai,2024-08-09,1357437,Inactive
A000000638,C00443,Current,BR1014,Bengaluru,2020-11-12,2198257,Active
A000000639,C00444,Savings,BR1012,Ahmedabad,2020-07-29,1290406,Active
A000000640,C00445,Savings,BR1009,Ahmedabad,2024-09-24,283891,Active
A000000641,C00445,Current,BR1030,Hyderabad,2026-01-03,1369152,Active
A000000642,C00446,Savings,BR1024,Kolkata,2025-11-27,640939,Active
A000000643,C00447,Savings,BR1011,Ahmedabad,2026-04-06,851381,Active
A000000644,C00447,Current,BR1016,Lucknow,2026-01-25,4439183,Active
A000000645,C00448,Current,BR1017,Ahmedabad,2025-02-22,3626401,Inactive
A000000646,C00448,Savings,BR1030,Ahmedabad,2022-06-16,385239,Active
A000000647,C00449,Savings,BR1004,Jaipur,2026-01-02,704506,Active
A000000648,C00450,Savings,BR1015,Pune,2024-07-17,1100632,Active
A000000649,C00451,Current,BR1009,Lucknow,2021-02-24,3140062,Active
A000000650,C00451,Savings,BR1029,Lucknow,2021-11-19,471505,Active
A000000651,C00452,Current,BR1014,Hyderabad,2021-05-21,4056129,Active
A000000652,C00453,Savings,BR1020,Lucknow,2026-01-11,1249476,Active
A000000653,C00453,Current,BR1006,Chennai,2026-01-27,1824974,Active
A000000654,C00454,Savings,BR1024,Kolkata,2026-07-18,313061,Active
A000000655,C00455,Savings,BR1028,Chennai,2025-06-12,1289370,Active
A000000656,C00455,Current,BR1011,Bengaluru,2025-10-18,628567,Active
A000000657,C00456,Savings,BR1012,Ahmedabad,2025-12-23,953743,Active
A000000658,C00456,Current,BR1027,Bengaluru,2025-10-31,1529447,Active
A000000659,C00457,Savings,BR1003,Pune,2024-08-08,469014,Active
A000000660,C00458,Savings,BR1010,Hyderabad,2020-04-21,859275,Active
A000000661,C00459,Current,BR1016,Lucknow,2026-06-23,1333004,Active
A000000662,C00459,Savings,BR1003,Hyderabad,2026-07-01,1384451,Active
A000000663,C00460,Savings,BR1017,Chennai,2026-05-21,34798,Active
A000000664,C00460,Current,BR1005,Bengaluru,2019-07-02,4408233,Active
A000000665,C00461,Savings,BR1003,Delhi,2023-06-30,961430,Active
